DDCTransactionId299720C04276C5EAB40EB4AAD14D0F75_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__EC3E4158F9774D857FC4367D34BD3C030F0647BF, StartTime=2015.09.20-20.59.09, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=0.534564ms, RunGuid=RunID129F27AE4B820F2BD178028F9D8AD534
DDCTransactionId299720C04276C5EAB40EB4AAD14D0F75_495, CachedDataProbablyExists, Parent=DDCTransactionId299720C04276C5EAB40EB4AAD14D0F75_494, StartTime=2015.09.20-21.00.25, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.454593ms, RunGuid=RunID129F27AE4B820F2BD178028F9D8AD534
DDCTransactionId299720C04276C5EAB40EB4AAD14D0F75_496, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufCCF8E46F__46709466938D907D796DF1C4F5BEC372F373CEEA, StartTime=2015.09.20-21.00.25, HierarchicalDDC, Retrieved=false, Duration=0.565786ms, RunGuid=RunID129F27AE4B820F2BD178028F9D8AD534
DDCTransactionId299720C04276C5EAB40EB4AAD14D0F75_497, CachedDataProbablyExists, Parent=DDCTransactionId299720C04276C5EAB40EB4AAD14D0F75_496, StartTime=2015.09.20-21.00.25, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.463150ms, RunGuid=RunID129F27AE4B820F2BD178028F9D8AD534
C:/Users/Adam/Documents/Unreal Projects/SR2L/Content/StarterContent/Materials/M_Rock_Basalt.uasset, AllOfLoadPackage_Duration=71.416356ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000853ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.056878ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.211261ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.151817ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=21.877021ms, SaveCookedPackage_HitCount=1, RunGuid=RunID129F27AE4B820F2BD178028F9D8AD534
SavePackageTransactionId6E38699D4D5A69B7D84E08A02978B89C_206, Filename=C:/Users/Adam/Documents/Unreal Projects/SR2L/Saved/Cooked/WindowsNoEditor/SR2L/Content/StarterContent/Materials/M_Rock_Basalt.uasset, FlushAsyncLoading=0.035923ms, FlushStreamingFunc=0.016250ms, BlockTillAllRequestsFinished=0.017107ms, ResetLoadersForSaveUnMarkAllObjects=0.744972ms, TagPackageExports=1.684524ms, BeginCacheForCookedPlatformData=0.056878ms, SerializeImports=2.199847ms, GatherLocalizableTextData=0.014968ms, MarkNames=0.079118ms, SerializeSummary=0.040628ms, SerializeNames=0.471272ms, SerializeGatherableTextData=0.021812ms, BuildExportMap=0.546969ms, SortExportsNonSeekfree=4.230771ms, SortExportsSeekfreeConstructor=0.062864ms, SortExportsSeekfreeInner=2.918731ms, SortExportsSeekfree=0.017535ms, BuildDependencyMap=0.107341ms, SerializeImportMap=0.015821ms, SerializeExportMap=0.037204ms, SerializeDependencyMap=0.016250ms, SerializeStringAssetReferenceMap=0.006415ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.063721ms, SerializeExports=0.827510ms, SerializeBulkData=0.029936ms, AsyncWrite=0.213400ms, UnaccountedTime=0.611972ms, RunGuid=RunID129F27AE4B820F2BD178028F9D8AD534
DDCTransactionId299720C04276C5EAB40EB4AAD14D0F75_498, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufF963074A__E4B38AC01A3C8178249D0A2B43888F3F5C4F75BF, StartTime=2015.09.20-21.00.25, HierarchicalDDC, DataSize=533918 bytes, Retrieved=true, Duration=6.141953ms, RunGuid=RunID129F27AE4B820F2BD178028F9D8AD534
DDCTransactionId299720C04276C5EAB40EB4AAD14D0F75_499, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufF963074A__E0D982F620528894DABCFD2B14DAD245ABF3B4AA, StartTime=2015.09.20-21.00.25, HierarchicalDDC, DataSize=427868 bytes, Retrieved=true, Duration=3.575608ms, RunGuid=RunID129F27AE4B820F2BD178028F9D8AD534
C:/Users/Adam/Documents/Unreal Projects/SR2L/Content/StarterContent/Materials/M_Metal_Steel.uasset, AllOfLoadPackage_Duration=72.472658ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000857ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.039343ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.103064ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.072703ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=41.009367ms, SaveCookedPackage_HitCount=1, RunGuid=RunID129F27AE4B820F2BD178028F9D8AD534
SavePackageTransactionId6E38699D4D5A69B7D84E08A02978B89C_207, Filename=C:/Users/Adam/Documents/Unreal Projects/SR2L/Saved/Cooked/WindowsNoEditor/SR2L/Content/StarterContent/Materials/M_Metal_Steel.uasset, FlushAsyncLoading=0.045761ms, FlushStreamingFunc=0.020098ms, BlockTillAllRequestsFinished=0.014540ms, ResetLoadersForSaveUnMarkAllObjects=0.713754ms, TagPackageExports=4.409529ms, BeginCacheForCookedPlatformData=0.051320ms, SerializeImports=6.759912ms, GatherLocalizableTextData=0.030790ms, MarkNames=0.076551ms, SerializeSummary=0.085104ms, SerializeNames=0.446469ms, SerializeGatherableTextData=0.008125ms, BuildExportMap=0.320740ms, SortExportsNonSeekfree=1.163214ms, SortExportsSeekfreeConstructor=0.041913ms, SortExportsSeekfreeInner=8.457266ms, SortExportsSeekfree=0.024803ms, BuildDependencyMap=0.073131ms, SerializeImportMap=0.018816ms, SerializeExportMap=0.023093ms, SerializeDependencyMap=0.014964ms, SerializeStringAssetReferenceMap=0.005990ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.060726ms, SerializeExports=7.974874ms, SerializeBulkData=0.057306ms, AsyncWrite=0.823658ms, UnaccountedTime=0.596579ms, RunGuid=RunID129F27AE4B820F2BD178028F9D8AD534
DDCTransactionId299720C04276C5EAB40EB4AAD14D0F75_500, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufDC720A25__81666D29111410003B999991E7F2721F709C6648, StartTime=2015.09.20-21.00.25, HierarchicalDDC, DataSize=163711 bytes, Retrieved=true, Duration=1.970626ms, RunGuid=RunID129F27AE4B820F2BD178028F9D8AD534
DDCTransactionId299720C04276C5EAB40EB4AAD14D0F75_501, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufDC720A25__D1580DC79C9B2F7C9BBD784BFDF125845041F5B0, StartTime=2015.09.20-21.00.25, HierarchicalDDC, DataSize=128653 bytes, Retrieved=true, Duration=1.755089ms, RunGuid=RunID129F27AE4B820F2BD178028F9D8AD534
C:/Users/Adam/Documents/Unreal Projects/SR2L/Content/StarterContent/Materials/M_Metal_Rust.uasset, AllOfLoadPackage_Duration=99.505033ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000857ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.048753ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.162080ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.088524ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=26.132595ms, SaveCookedPackage_HitCount=1, RunGuid=RunID129F27AE4B820F2BD178028F9D8AD534
SavePackageTransactionId6E38699D4D5A69B7D84E08A02978B89C_208, Filename=C:/Users/Adam/Documents/Unreal Projects/SR2L/Saved/Cooked/WindowsNoEditor/SR2L/Content/StarterContent/Materials/M_Metal_Rust.uasset, FlushAsyncLoading=0.037204ms, FlushStreamingFunc=0.013687ms, BlockTillAllRequestsFinished=0.009406ms, ResetLoadersForSaveUnMarkAllObjects=0.575196ms, TagPackageExports=2.175901ms, BeginCacheForCookedPlatformData=0.040200ms, SerializeImports=3.644031ms, GatherLocalizableTextData=0.032075ms, MarkNames=0.085529ms, SerializeSummary=0.047043ms, SerializeNames=0.795435ms, SerializeGatherableTextData=0.023946ms, BuildExportMap=0.453740ms, SortExportsNonSeekfree=0.958800ms, SortExportsSeekfreeConstructor=0.034213ms, SortExportsSeekfreeInner=5.664263ms, SortExportsSeekfree=0.030793ms, BuildDependencyMap=0.106055ms, SerializeImportMap=0.020102ms, SerializeExportMap=0.020955ms, SerializeDependencyMap=0.018816ms, SerializeStringAssetReferenceMap=0.010692ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.079971ms, SerializeExports=3.692359ms, SerializeBulkData=0.042763ms, AsyncWrite=0.556376ms, UnaccountedTime=0.618815ms, RunGuid=RunID129F27AE4B820F2BD178028F9D8AD534
DDCTransactionId299720C04276C5EAB40EB4AAD14D0F75_502, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf6621F493__20D9C2621CA7AD1DE7E42461198E569EF0147DD9, StartTime=2015.09.20-21.00.25, HierarchicalDDC, DataSize=533804 bytes, Retrieved=true, Duration=4.140109ms, RunGuid=RunID129F27AE4B820F2BD178028F9D8AD534
DDCTransactionId299720C04276C5EAB40EB4AAD14D0F75_503, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf6621F493__58F981FEE6407173A8F196D39132FC3EAFFFF33C, StartTime=2015.09.20-21.00.25, HierarchicalDDC, DataSize=427778 bytes, Retrieved=true, Duration=3.682520ms, RunGuid=RunID129F27AE4B820F2BD178028F9D8AD534
C:/Users/Adam/Documents/Unreal Projects/SR2L/Content/StarterContent/Materials/M_Metal_Gold.uasset, AllOfLoadPackage_Duration=81.675321ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.001281ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.036780ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.110336ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.073127ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=46.005208ms, SaveCookedPackage_HitCount=1, RunGuid=RunID129F27AE4B820F2BD178028F9D8AD534
SavePackageTransactionId6E38699D4D5A69B7D84E08A02978B89C_209, Filename=C:/Users/Adam/Documents/Unreal Projects/SR2L/Saved/Cooked/WindowsNoEditor/SR2L/Content/StarterContent/Materials/M_Metal_Gold.uasset, FlushAsyncLoading=0.056021ms, FlushStreamingFunc=0.014544ms, BlockTillAllRequestsFinished=0.011545ms, ResetLoadersForSaveUnMarkAllObjects=1.154665ms, TagPackageExports=5.867828ms, BeginCacheForCookedPlatformData=0.050891ms, SerializeImports=7.353492ms, GatherLocalizableTextData=0.035070ms, MarkNames=0.081252ms, SerializeSummary=0.055596ms, SerializeNames=0.683390ms, SerializeGatherableTextData=0.012830ms, BuildExportMap=0.456732ms, SortExportsNonSeekfree=1.157228ms, SortExportsSeekfreeConstructor=0.033360ms, SortExportsSeekfreeInner=7.784139ms, SortExportsSeekfree=0.031646ms, BuildDependencyMap=0.188597ms, SerializeImportMap=0.034209ms, SerializeExportMap=0.044052ms, SerializeDependencyMap=0.018816ms, SerializeStringAssetReferenceMap=0.008982ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.084672ms, SerializeExports=10.142222ms, SerializeBulkData=0.072274ms, AsyncWrite=0.945967ms, UnaccountedTime=0.681251ms, RunGuid=RunID129F27AE4B820F2BD178028F9D8AD534
DDCTransactionId299720C04276C5EAB40EB4AAD14D0F75_504, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf5CCAFB97__A49234EE19F03BCDAD041CB92055149FAA55D2DB, StartTime=2015.09.20-21.00.26, HierarchicalDDC, DataSize=534032 bytes, Retrieved=true, Duration=4.967619ms, RunGuid=RunID129F27AE4B820F2BD178028F9D8AD534
DDCTransactionId299720C04276C5EAB40EB4AAD14D0F75_505, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf5CCAFB97__75AFF888BFBA018ED5D3F2E0D20273DD385586B3, StartTime=2015.09.20-21.00.26, HierarchicalDDC, DataSize=427958 bytes, Retrieved=true, Duration=3.241185ms, RunGuid=RunID129F27AE4B820F2BD178028F9D8AD534
C:/Users/Adam/Documents/Unreal Projects/SR2L/Content/StarterContent/Materials/M_Metal_Copper.uasset, AllOfLoadPackage_Duration=86.832389ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.001285ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.076123ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.232644ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.098359ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=57.546280ms, SaveCookedPackage_HitCount=1, RunGuid=RunID129F27AE4B820F2BD178028F9D8AD534
SavePackageTransactionId6E38699D4D5A69B7D84E08A02978B89C_210, Filename=C:/Users/Adam/Documents/Unreal Projects/SR2L/Saved/Cooked/WindowsNoEditor/SR2L/Content/StarterContent/Materials/M_Metal_Copper.uasset, FlushAsyncLoading=0.048753ms, FlushStreamingFunc=0.020526ms, BlockTillAllRequestsFinished=0.014544ms, ResetLoadersForSaveUnMarkAllObjects=0.816815ms, TagPackageExports=6.297622ms, BeginCacheForCookedPlatformData=0.068851ms, SerializeImports=8.163471ms, GatherLocalizableTextData=0.030790ms, MarkNames=0.067569ms, SerializeSummary=0.046615ms, SerializeNames=0.756517ms, SerializeGatherableTextData=0.021383ms, BuildExportMap=0.532001ms, SortExportsNonSeekfree=1.704626ms, SortExportsSeekfreeConstructor=0.083819ms, SortExportsSeekfreeInner=9.490050ms, SortExportsSeekfree=0.035066ms, BuildDependencyMap=0.110764ms, SerializeImportMap=0.027798ms, SerializeExportMap=0.037633ms, SerializeDependencyMap=0.019670ms, SerializeStringAssetReferenceMap=0.009410ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.083391ms, SerializeExports=15.160732ms, SerializeBulkData=0.066712ms, AsyncWrite=1.024656ms, UnaccountedTime=0.820238ms, RunGuid=RunID129F27AE4B820F2BD178028F9D8AD534
DDCTransactionId299720C04276C5EAB40EB4AAD14D0F75_506, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufD56D5913__CBC904994548390BAE43401E9AE0960F8BF27727, StartTime=2015.09.20-21.00.26, HierarchicalDDC, DataSize=516504 bytes, Retrieved=true, Duration=1.473691ms, RunGuid=RunID129F27AE4B820F2BD178028F9D8AD534
DDCTransactionId299720C04276C5EAB40EB4AAD14D0F75_507, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufD56D5913__6FE429C8FEBFD216F61A992CC5396ADB83CAD0F2, StartTime=2015.09.20-21.00.26, HierarchicalDDC, DataSize=411514 bytes, Retrieved=true, Duration=1.042619ms, RunGuid=RunID129F27AE4B820F2BD178028F9D8AD534
C:/Users/Adam/Documents/Unreal Projects/SR2L/Content/StarterContent/Materials/M_Metal_Chrome.uasset, AllOfLoadPackage_Duration=30.998860ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000428ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.015821ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.055596ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.027370ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=10.567736ms, SaveCookedPackage_HitCount=1, RunGuid=RunID129F27AE4B820F2BD178028F9D8AD534
SavePackageTransactionId6E38699D4D5A69B7D84E08A02978B89C_211, Filename=C:/Users/Adam/Documents/Unreal Projects/SR2L/Saved/Cooked/WindowsNoEditor/SR2L/Content/StarterContent/Materials/M_Metal_Chrome.uasset, FlushAsyncLoading=0.013683ms, FlushStreamingFunc=0.003424ms, BlockTillAllRequestsFinished=0.002991ms, ResetLoadersForSaveUnMarkAllObjects=0.152674ms, TagPackageExports=1.097355ms, BeginCacheForCookedPlatformData=0.011977ms, SerializeImports=1.207262ms, GatherLocalizableTextData=0.007272ms, MarkNames=0.014111ms, SerializeSummary=0.014540ms, SerializeNames=0.140700ms, SerializeGatherableTextData=0.005558ms, BuildExportMap=0.069279ms, SortExportsNonSeekfree=0.230934ms, SortExportsSeekfreeConstructor=0.013683ms, SortExportsSeekfreeInner=1.573764ms, SortExportsSeekfree=0.008553ms, BuildDependencyMap=0.023521ms, SerializeImportMap=0.008982ms, SerializeExportMap=0.011116ms, SerializeDependencyMap=0.003848ms, SerializeStringAssetReferenceMap=0.001714ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.021808ms, SerializeExports=2.566349ms, SerializeBulkData=0.024803ms, AsyncWrite=0.356235ms, UnaccountedTime=0.235640ms, RunGuid=RunID129F27AE4B820F2BD178028F9D8AD534
DDCTransactionId299720C04276C5EAB40EB4AAD14D0F75_508, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufA4C08E39__CB5F459455B6FE7B67F3F7F2BE9B507D4844B504, StartTime=2015.09.20-21.00.26, HierarchicalDDC, DataSize=535058 bytes, Retrieved=true, Duration=1.302205ms, RunGuid=RunID129F27AE4B820F2BD178028F9D8AD534
DDCTransactionId299720C04276C5EAB40EB4AAD14D0F75_509, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufA4C08E39__3C9280CACD954C494056037B4C6F9B2E06AC7CAD, StartTime=2015.09.20-21.00.26, HierarchicalDDC, DataSize=428768 bytes, Retrieved=true, Duration=9.635880ms, RunGuid=RunID129F27AE4B820F2BD178028F9D8AD534
C:/Users/Adam/Documents/Unreal Projects/SR2L/Content/StarterContent/Materials/M_Metal_Burnished_Steel.uasset, AllOfLoadPackage_Duration=47.303561ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000853ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.021383ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.089809ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.037633ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=10.577571ms, SaveCookedPackage_HitCount=1, RunGuid=RunID129F27AE4B820F2BD178028F9D8AD534
SavePackageTransactionId6E38699D4D5A69B7D84E08A02978B89C_212, Filename=C:/Users/Adam/Documents/Unreal Projects/SR2L/Saved/Cooked/WindowsNoEditor/SR2L/Content/StarterContent/Materials/M_Metal_Burnished_Steel.uasset, FlushAsyncLoading=0.022236ms, FlushStreamingFunc=0.006415ms, BlockTillAllRequestsFinished=0.003852ms, ResetLoadersForSaveUnMarkAllObjects=0.188593ms, TagPackageExports=1.211971ms, BeginCacheForCookedPlatformData=0.012830ms, SerializeImports=1.209829ms, GatherLocalizableTextData=0.007272ms, MarkNames=0.012401ms, SerializeSummary=0.010263ms, SerializeNames=0.109907ms, SerializeGatherableTextData=0.002995ms, BuildExportMap=0.091944ms, SortExportsNonSeekfree=0.421666ms, SortExportsSeekfreeConstructor=0.047043ms, SortExportsSeekfreeInner=2.004407ms, SortExportsSeekfree=0.005562ms, BuildDependencyMap=0.020526ms, SerializeImportMap=0.008982ms, SerializeExportMap=0.006415ms, SerializeDependencyMap=0.002995ms, SerializeStringAssetReferenceMap=0.001710ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.019245ms, SerializeExports=2.240900ms, SerializeBulkData=0.027370ms, AsyncWrite=0.361796ms, UnaccountedTime=0.227083ms, RunGuid=RunID129F27AE4B820F2BD178028F9D8AD534
DDCTransactionId299720C04276C5EAB40EB4AAD14D0F75_510, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufE32B2B93__FFF52BD240BE198CB21CFFFFB93354093BB9E55D, StartTime=2015.09.20-21.00.26, HierarchicalDDC, DataSize=517416 bytes, Retrieved=true, Duration=1.348391ms, RunGuid=RunID129F27AE4B820F2BD178028F9D8AD534
DDCTransactionId299720C04276C5EAB40EB4AAD14D0F75_511, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufE32B2B93__D3A83EEC63C7FA8CA6F184E9240181B0CF12294C, StartTime=2015.09.20-21.00.26, HierarchicalDDC, DataSize=412234 bytes, Retrieved=true, Duration=1.264568ms, RunGuid=RunID129F27AE4B820F2BD178028F9D8AD534
C:/Users/Adam/Documents/Unreal Projects/SR2L/Content/StarterContent/Materials/M_Metal_Brushed_Nickel.uasset, AllOfLoadPackage_Duration=16.840551ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000428ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.011545ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.044905ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.030793ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=11.112139ms, SaveCookedPackage_HitCount=1, RunGuid=RunID129F27AE4B820F2BD178028F9D8AD534
SavePackageTransactionId6E38699D4D5A69B7D84E08A02978B89C_213, Filename=C:/Users/Adam/Documents/Unreal Projects/SR2L/Saved/Cooked/WindowsNoEditor/SR2L/Content/StarterContent/Materials/M_Metal_Brushed_Nickel.uasset, FlushAsyncLoading=0.014968ms, FlushStreamingFunc=0.004277ms, BlockTillAllRequestsFinished=0.004277ms, ResetLoadersForSaveUnMarkAllObjects=0.199284ms, TagPackageExports=0.844184ms, BeginCacheForCookedPlatformData=0.006415ms, SerializeImports=1.294509ms, GatherLocalizableTextData=0.005130ms, MarkNames=0.011120ms, SerializeSummary=0.011545ms, SerializeNames=0.118889ms, SerializeGatherableTextData=0.003420ms, BuildExportMap=0.069283ms, SortExportsNonSeekfree=0.245042ms, SortExportsSeekfreeConstructor=0.017535ms, SortExportsSeekfreeInner=1.858152ms, SortExportsSeekfree=0.013687ms, BuildDependencyMap=0.042338ms, SerializeImportMap=0.005133ms, SerializeExportMap=0.005558ms, SerializeDependencyMap=0.008982ms, SerializeStringAssetReferenceMap=0.003848ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.034213ms, SerializeExports=3.352798ms, SerializeBulkData=0.023093ms, AsyncWrite=0.299785ms, UnaccountedTime=0.284389ms, RunGuid=RunID129F27AE4B820F2BD178028F9D8AD534
DDCTransactionId299720C04276C5EAB40EB4AAD14D0F75_512, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufADAE5BC1__002323376F6DFB1FA82A8D426461BA011B20ACDD, StartTime=2015.09.20-21.00.26, HierarchicalDDC, Retrieved=false, Duration=0.132143ms, RunGuid=RunID129F27AE4B820F2BD178028F9D8AD534
DDCTransactionId299720C04276C5EAB40EB4AAD14D0F75_513, CachedDataProbablyExists, Parent=DDCTransactionId299720C04276C5EAB40EB4AAD14D0F75_512, StartTime=2015.09.20-21.00.26, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.112474ms, RunGuid=RunID129F27AE4B820F2BD178028F9D8AD534
DDCTransactionId299720C04276C5EAB40EB4AAD14D0F75_514, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufADAE5BC1__20126E027BB97BE850B301315764EA960B93E20D, StartTime=2015.09.20-21.00.26, HierarchicalDDC, Retrieved=false, Duration=0.200141ms, RunGuid=RunID129F27AE4B820F2BD178028F9D8AD534
DDCTransactionId299720C04276C5EAB40EB4AAD14D0F75_515, CachedDataProbablyExists, Parent=DDCTransactionId299720C04276C5EAB40EB4AAD14D0F75_514, StartTime=2015.09.20-21.00.26, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.174057ms, RunGuid=RunID129F27AE4B820F2BD178028F9D8AD534
C:/Users/Adam/Documents/Unreal Projects/SR2L/Content/StarterContent/Materials/M_Ground_Moss.uasset, AllOfLoadPackage_Duration=28.358530ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000428ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.017535ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.277974ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.040196ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=6.423775ms, SaveCookedPackage_HitCount=1, RunGuid=RunID129F27AE4B820F2BD178028F9D8AD534
SavePackageTransactionId6E38699D4D5A69B7D84E08A02978B89C_214, Filename=C:/Users/Adam/Documents/Unreal Projects/SR2L/Saved/Cooked/WindowsNoEditor/SR2L/Content/StarterContent/Materials/M_Ground_Moss.uasset, FlushAsyncLoading=0.035070ms, FlushStreamingFunc=0.003420ms, BlockTillAllRequestsFinished=0.002995ms, ResetLoadersForSaveUnMarkAllObjects=0.182178ms, TagPackageExports=0.396434ms, BeginCacheForCookedPlatformData=0.013687ms, SerializeImports=0.600424ms, GatherLocalizableTextData=0.006415ms, MarkNames=0.026513ms, SerializeSummary=0.018816ms, SerializeNames=0.113331ms, SerializeGatherableTextData=0.002991ms, BuildExportMap=0.168923ms, SortExportsNonSeekfree=0.563648ms, SortExportsSeekfreeConstructor=0.013258ms, SortExportsSeekfreeInner=1.372337ms, SortExportsSeekfree=0.014111ms, BuildDependencyMap=0.055596ms, SerializeImportMap=0.017531ms, SerializeExportMap=0.015397ms, SerializeDependencyMap=0.004277ms, SerializeStringAssetReferenceMap=0.001714ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.042763ms, SerializeExports=0.445616ms, SerializeBulkData=0.062011ms, AsyncWrite=0.155240ms, UnaccountedTime=0.296362ms, RunGuid=RunID129F27AE4B820F2BD178028F9D8AD534
DDCTransactionId299720C04276C5EAB40EB4AAD14D0F75_516, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufA8101959__CAFB2A22A8EA05973ED30A4384B9308187494FAE, StartTime=2015.09.20-21.00.26, HierarchicalDDC, Retrieved=false, Duration=0.254028ms, RunGuid=RunID129F27AE4B820F2BD178028F9D8AD534
